Name,Lowercase,Grade,Type,Refinement 1,Refinement 2,Refinement 3,Refinement 4,Refinement 5,Base ATK 1,Substat 1,Base ATK 5,Substat 5,Base ATK 10,Substat 10,Base ATK 15,Substat 15,Base ATK 20,Substat 20,Base ATK 20+,Substat 20+,Base ATK 25,Substat 25,Base ATK 30,Substat 30,Base ATK 35,Substat 35,Base ATK 40,Substat 40,Base ATK 40+,Substat 40+,Base ATK 45,Substat 45,Base ATK 50,Substat 50,Base ATK 50+,Substat 50+,Base ATK 55,Substat 55,Base ATK 60,Substat 60,Base ATK 60+,Substat 60+,Base ATK 65,Substat 65,Base ATK 70,Substat 70,Base ATK 70+,Substat 70+,Base ATK 75,Substat 75,Base ATK 80,Substat 80,Base ATK 80+,Substat 80+,Base ATK 85,Substat 85,Base ATK 90,Substat 90,Substat
Blackcliff Agate,blackcliff agate,4,catalyst,"Press the Advantage: After defeating an enemy, ATK is increased by 12% for 30s. This effect has a maximum of 3 stacks, and the duration of each stack is independent of the others.","Press the Advantage: After defeating an enemy, ATK is increased by 15% for 30s. This effect has a maximum of 3 stacks, and the duration of each stack is independent of the others.","Press the Advantage: After defeating an enemy, ATK is increased by 18% for 30s. This effect has a maximum of 3 stacks, and the duration of each stack is independent of the others.","Press the Advantage: After defeating an enemy, ATK is increased by 21% for 30s. This effect has a maximum of 3 stacks, and the duration of each stack is independent of the others.","Press the Advantage: After defeating an enemy, ATK is increased by 24% for 30s. This effect has a maximum of 3 stacks, and the duration of each stack is independent of the others.",42,12.0,56,13.9,74,16.4,91,18.8,109,21.2,135,21.2,152,23.6,170,26.1,187,28.5,205,30.9,231,30.9,248,33.3,266,35.7,292,35.7,309,38.2,327,40.6,353,40.6,370,43.0,388,45.4,414,45.4,431,47.9,449,50.3,475,50.3,492,52.7,510,55.1,CRIT DMG
Favonius Codex,favonius codex,4,catalyst,"Windfall: CRIT Hits have a 60% chance to generate a small amount of Elemental Particles, which will regenerate 6 Energy for the character. Can only occur once every 12s.","Windfall: CRIT Hits have a 70% chance to generate a small amount of Elemental Particles, which will regenerate 6 Energy for the character. Can only occur once every 10.5s.","Windfall: CRIT Hits have a 80% chance to generate a small amount of Elemental Particles, which will regenerate 6 Energy for the character. Can only occur once every 9s.","Windfall: CRIT Hits have a 90% chance to generate a small amount of Elemental Particles, which will regenerate 6 Energy for the character. Can only occur once every 7.5s.","Windfall: CRIT Hits have a 100% chance to generate a small amount of Elemental Particles, which will regenerate 6 Energy for the character. Can only occur once every 6s.",42,10.0,56,11.6,74,13.6,91,15.7,109,17.7,135,17.7,152,19.7,170,21.7,187,23.7,205,25.8,231,25.8,248,27.8,266,29.8,292,29.8,309,31.8,327,33.8,353,33.8,370,35.9,388,37.9,414,37.9,431,39.9,449,41.9,475,41.9,492,43.9,510,45.9,Energy Recharge
Mappa Mare,mappa mare,4,catalyst,Infusion Scroll: Triggering an Elemental reaction grants a 8% Elemental DMG Bonus for 10s. Max 2 stacks.,Infusion Scroll: Triggering an Elemental reaction grants a 10% Elemental DMG Bonus for 10s. Max 2 stacks.,Infusion Scroll: Triggering an Elemental reaction grants a 12% Elemental DMG Bonus for 10s. Max 2 stacks.,Infusion Scroll: Triggering an Elemental reaction grants a 14% Elemental DMG Bonus for 10s. Max 2 stacks.,Infusion Scroll: Triggering an Elemental reaction grants a 16% Elemental DMG Bonus for 10s. Max 2 stacks.,44,24.0,59,28.0,79,33.0,99,38.0,119,42.0,144,42.0,165,47.0,185,52.0,205,57.0,226,62.0,252,62.0,273,67.0,293,71.0,319,71.0,340,76.0,361,81.0,387,81.0,408,86.0,429,91.0,455,91.0,476,96.0,497,101.0,523,101.0,544,105.0,565,110.0,Elemental Mastery
Prototype Amber,prototype amber,4,catalyst,Gilding: Using an Elemental Burst regenerates 4 Energy every 2s for 6s. All party members will regenerate 4% HP every 2s for this duration.,Gilding: Using an Elemental Burst regenerates 4.5 Energy every 2s for 6s. All party members will regenerate 4.5% HP every 2s for this duration.,Gilding: Using an Elemental Burst regenerates 5 Energy every 2s for 6s. All party members will regenerate 5% HP every 2s for this duration.,Gilding: Using an Elemental Burst regenerates 5.5 Energy every 2s for 6s. All party members will regenerate 5.5% HP every 2s for this duration.,Gilding: Using an Elemental Burst regenerates 6 Energy every 2s for 6s. All party members will regenerate 6% HP every 2s for this duration.,42,9.0,56,10.5,74,12.3,91,14.1,109,15.9,135,15.9,152,17.7,170,19.5,187,21.4,205,23.2,231,23.2,248,25.0,266,26.8,292,26.8,309,28.6,327,30.4,353,30.4,370,32.3,388,34.1,414,34.1,431,35.9,449,37.7,475,37.7,492,39.5,510,41.3,HP%
Royal Grimoire,royal grimoire,4,catalyst,"Focus: Upon damaging an opponent, increases CRIT Rate by 8%. Max 5 stacks. A CRIT Hit removes all stacks.","Focus: Upon damaging an opponent, increases CRIT Rate by 10%. Max 5 stacks. A CRIT Hit removes all stacks.","Focus: Upon damaging an opponent, increases CRIT Rate by 12%. Max 5 stacks. A CRIT Hit removes all stacks.","Focus: Upon damaging an opponent, increases CRIT Rate by 14%. Max 5 stacks. A CRIT Hit removes all stacks.","Focus: Upon damaging an opponent, increases CRIT Rate by 16%. Max 5 stacks. A CRIT Hit removes all stacks.",44,6.0,59,7.0,79,8.2,99,9.4,119,10.6,144,10.6,165,11.8,185,13.0,205,14.2,226,15.5,252,15.5,273,16.7,293,17.9,319,17.9,340,19.1,361,20.3,387,20.3,408,21.5,429,22.7,455,22.7,476,23.9,497,25.1,523,25.1,544,26.4,565,27.6,ATK%
Sacrificial Fragments,sacrificial fragments,4,catalyst,"Composed: After damaging an opponent with an Elemental Skill, the skill has a 40% chance to end its own CD. Can only occur once every 30s.","Composed: After damaging an opponent with an Elemental Skill, the skill has a 50% chance to end its own CD. Can only occur once every 26s.","Composed: After damaging an opponent with an Elemental Skill, the skill has a 60% chance to end its own CD. Can only occur once every 22s.","Composed: After damaging an opponent with an Elemental Skill, the skill has a 70% chance to end its own CD. Can only occur once every 19s.","Composed: After damaging an opponent with an Elemental Skill, the skill has a 80% chance to end its own CD. Can only occur once every 16s.",41,48.0,54,56.0,69,65.0,84,75.0,99,85.0,125,85.0,140,95.0,155,104.0,169,114.0,184,124.0,210,124.0,224,133.0,238,143.0,264,143.0,278,153.0,293,162.0,319,162.0,333,172.0,347,182.0,373,182.0,387,191.0,401,201.0,427,201.0,440,211.0,454,221.0,Elemental Mastery
Solar Pearl,solar pearl,4,catalyst,"Solar Shine: Normal Attack hits increase Elemental Skill and Elemental Burst DMG by 20% for 6s. Likewise, Elemental Skill or Elemental Burst hits increase Normal Attack DMG by 20% for 6s.","Solar Shine: Normal Attack hits increase Elemental Skill and Elemental Burst DMG by 25% for 6s. Likewise, Elemental Skill or Elemental Burst hits increase Normal Attack DMG by 25% for 6s.","Solar Shine: Normal Attack hits increase Elemental Skill and Elemental Burst DMG by 30% for 6s. Likewise, Elemental Skill or Elemental Burst hits increase Normal Attack DMG by 30% for 6s.","Solar Shine: Normal Attack hits increase Elemental Skill and Elemental Burst DMG by 35% for 6s. Likewise, Elemental Skill or Elemental Burst hits increase Normal Attack DMG by 35% for 6s.","Solar Shine: Normal Attack hits increase Elemental Skill and Elemental Burst DMG by 40% for 6s. Likewise, Elemental Skill or Elemental Burst hits increase Normal Attack DMG by 40% for 6s.",42,6.0,56,7.0,74,8.2,91,9.4,109,10.6,135,10.6,152,11.8,170,13.0,187,14.2,205,15.5,231,15.5,248,16.7,266,17.9,292,17.9,309,19.1,327,20.3,353,20.3,370,21.5,388,22.7,414,22.7,431,23.9,449,25.1,475,25.1,492,26.4,510,27.6,CRIT Rate
The Widsith,the widsith,4,catalyst,"Debut: When the character takes the field, they will gain a random theme song for 10s. This can only occur once every 30s. Recitative: ATK is increased by 60%. Aria: Increases all Elemental DMG by 48%. Interlude: Elemental Mastery is increased by 240.","Debut: When the character takes the field, they will gain a random theme song for 10s. This can only occur once every 30s. Recitative: ATK is increased by 75%. Aria: Increases all Elemental DMG by 60%. Interlude: Elemental Mastery is increased by 300.","Debut: When the character takes the field, they will gain a random theme song for 10s. This can only occur once every 30s. Recitative: ATK is increased by 90%. Aria: Increases all Elemental DMG by 72%. Interlude: Elemental Mastery is increased by 360.","Debut: When the character takes the field, they will gain a random theme song for 10s. This can only occur once every 30s. Recitative: ATK is increased by 105%. Aria: Increases all Elemental DMG by 84%. Interlude: Elemental Mastery is increased by 420.","Debut: When the character takes the field, they will gain a random theme song for 10s. This can only occur once every 30s. Recitative: ATK is increased by 120%. Aria: Increases all Elemental DMG by 96%. Interlude: Elemental Mastery is increased by 480.",42,12.0,56,13.9,74,16.4,91,18.8,109,21.2,135,21.2,152,23.6,170,26.1,187,28.5,205,30.9,231,30.9,248,33.3,266,35.7,292,35.7,309,38.2,327,40.6,353,40.6,370,43.0,388,45.4,414,45.4,431,47.9,449,50.3,475,50.3,492,52.7,510,55.1,CRIT DMG
Wine and Song,wine and song,4,catalyst,"Ever-Changing: Hitting an opponent with a Normal Attack decreases the Stamina consumption of Sprint or Alternate Sprint by 14% for 5s. Additionally, using a Sprint or Alternate Sprint ability increases ATK by 20% for 5s.","Ever-Changing: Hitting an opponent with a Normal Attack decreases the Stamina consumption of Sprint or Alternate Sprint by 16% for 5s. Additionally, using a Sprint or Alternate Sprint ability increases ATK by 25% for 5s.","Ever-Changing: Hitting an opponent with a Normal Attack decreases the Stamina consumption of Sprint or Alternate Sprint by 18% for 5s. Additionally, using a Sprint or Alternate Sprint ability increases ATK by 30% for 5s.","Ever-Changing: Hitting an opponent with a Normal Attack decreases the Stamina consumption of Sprint or Alternate Sprint by 20% for 5s. Additionally, using a Sprint or Alternate Sprint ability increases ATK by 35% for 5s.","Ever-Changing: Hitting an opponent with a Normal Attack decreases the Stamina consumption of Sprint or Alternate Sprint by 22% for 5s. Additionally, using a Sprint or Alternate Sprint ability increases ATK by 40% for 5s.",44,6.7,59,7.7,79,9.1,99,10.4,119,11.8,144,11.8,165,13.1,185,14.5,205,15.8,226,17.2,252,17.2,273,18.5,293,19.9,319,19.9,340,21.2,361,22.6,387,22.6,408,23.9,429,25.2,455,25.2,476,26.6,497,27.9,523,27.9,544,29.3,565,30.6,Energy Recharge
Eye of Perception,eye of perception,4,catalyst,"Echo: Normal and Charged Attacks have a 50% chance to fire a Bolt of Perception, dealing 240% ATK as DMG. This bolt can bounce between opponents a maximum of 4 times. This effect can occur once every 12s.","Echo: Normal and Charged Attacks have a 50% chance to fire a Bolt of Perception, dealing 270% ATK as DMG. This bolt can bounce between opponents a maximum of 4 times. This effect can occur once every 11s.","Echo: Normal and Charged Attacks have a 50% chance to fire a Bolt of Perception, dealing 300% ATK as DMG. This bolt can bounce between opponents a maximum of 4 times. This effect can occur once every 10s.","Echo: Normal and Charged Attacks have a 50% chance to fire a Bolt of Perception, dealing 330% ATK as DMG. This bolt can bounce between opponents a maximum of 4 times. This effect can occur once every 9s.","Echo: Normal and Charged Attacks have a 50% chance to fire a Bolt of Perception, dealing 360% ATK as DMG. This bolt can bounce between opponents a maximum of 4 times. This effect can occur once every 8s.",41,12.0,54,13.9,69,16.4,84,18.8,99,21.2,125,21.2,140,23.6,155,26.1,169,28.5,184,30.9,210,30.9,224,33.3,238,35.7,264,35.7,278,38.2,293,40.6,319,40.6,333,43.0,347,45.4,373,45.4,387,47.9,401,50.3,427,50.3,440,52.7,454,55.1,ATK%
Frostbearer,frostbearer,4,catalyst,"Frost Burial: Hitting an opponent with Normal and Charged Attacks has a 60% chance of forming and dropping an Everfrost Icicle above them, dealing AoE DMG equal to 80% of ATK. Opponents affected by Cryo are instead dealt DMG equal to 200% of ATK. Can only occur once every 10s.","Frost Burial: Hitting an opponent with Normal and Charged Attacks has a 70% chance of forming and dropping an Everfrost Icicle above them, dealing AoE DMG equal to 95% of ATK. Opponents affected by Cryo are instead dealt DMG equal to 240% of ATK. Can only occur once every 10s.","Frost Burial: Hitting an opponent with Normal and Charged Attacks has an 80% chance of forming and dropping an Everfrost Icicle above them, dealing AoE DMG equal to 110% of ATK. Opponents affected by Cryo are instead dealt DMG equal to 280% of ATK. Can only occur once every 10s.","Frost Burial: Hitting an opponent with Normal and Charged Attacks has a 90% chance of forming and dropping an Everfrost Icicle above them, dealing AoE DMG equal to 125% of ATK. Opponents affected by Cryo are instead dealt DMG equal to 320% of ATK. Can only occur once every 10s.","Frost Burial: Hitting an opponent with Normal and Charged Attacks has a 100% chance of forming and dropping an Everfrost Icicle above them, dealing AoE DMG equal to 140% of ATK. Opponents affected by Cryo are instead dealt DMG equal to 360% of ATK. Can only occur once every 10s.",42,9.0,56,10.5,74,12.3,91,14.1,109,15.9,135,15.9,152,17.7,170,19.5,187,21.4,205,23.2,231,23.2,248,25.0,266,26.8,292,26.8,309,28.6,327,30.4,353,30.4,370,32.3,388,34.1,414,34.1,431,35.9,449,37.7,475,37.7,492,39.5,510,41.3,ATK%
Dodoco Tales,dodoco tales,4,catalyst,Dodoventure!: Normal Attack hits on opponents increase Charged Attack DMG by 16% for 6s. Charged Attack hits on opponents increase ATK by 8% for 6s.,Dodoventure!: Normal Attack hits on opponents increase Charged Attack DMG by 20% for 6s. Charged Attack hits on opponents increase ATK by 10% for 6s.,Dodoventure!: Normal Attack hits on opponents increase Charged Attack DMG by 24% for 6s. Charged Attack hits on opponents increase ATK by 12% for 6s.,Dodoventure!: Normal Attack hits on opponents increase Charged Attack DMG by 28% for 6s. Charged Attack hits on opponents increase ATK by 14% for 6s.,Dodoventure!: Normal Attack hits on opponents increase Charged Attack DMG by 32% for 6s. Charged Attack hits on opponents increase ATK by 16% for 6s.,41,12.0,54,13.9,69,16.4,84,18.8,99,21.2,125,21.2,140,23.6,155,26.1,169,28.5,184,30.9,210,30.9,224,33.3,238,35.7,264,35.7,278,38.2,293,40.6,319,40.6,333,43.0,347,45.4,373,45.4,387,47.9,401,50.3,427,50.3,440,52.7,454,55.1,ATK%
Hakushin Ring,hakushin ring,4,catalyst,"Sakura Saiguu: After the character equipped with this weapon triggers an Electro elemental reaction, nearby party members of an Elemental Type involved in the elemental reaction receive a 10% Elemental DMG Bonus for their element, lasting 6s. Elemental Bonuses gained in this way cannot be stacked.","Sakura Saiguu: After the character equipped with this weapon triggers an Electro elemental reaction, nearby party members of an Elemental Type involved in the elemental reaction receive a 12.5% Elemental DMG Bonus for their element, lasting 6s. Elemental Bonuses gained in this way cannot be stacked.","Sakura Saiguu: After the character equipped with this weapon triggers an Electro elemental reaction, nearby party members of an Elemental Type involved in the elemental reaction receive a 15% Elemental DMG Bonus for their element, lasting 6s. Elemental Bonuses gained in this way cannot be stacked.","Sakura Saiguu: After the character equipped with this weapon triggers an Electro elemental reaction, nearby party members of an Elemental Type involved in the elemental reaction receive a 17.5% Elemental DMG Bonus for their element, lasting 6s. Elemental Bonuses gained in this way cannot be stacked.","Sakura Saiguu: After the character equipped with this weapon triggers an Electro elemental reaction, nearby party members of an Elemental Type involved in the elemental reaction receive a 20% Elemental DMG Bonus for their element, lasting 6s. Elemental Bonuses gained in this way cannot be stacked.",44,6.7,59,7.7,79,9.1,99,10.4,119,11.8,144,11.8,165,13.1,185,14.5,205,15.8,226,17.2,252,17.2,273,18.5,293,19.9,319,19.9,340,21.2,361,22.6,387,22.6,408,23.9,429,25.2,455,25.2,476,26.6,497,27.9,523,27.9,544,29.3,565,30.6,Energy Recharge
Lost Prayer to the Sacred Winds,lost prayer to the sacred winds,5,catalyst,"Boundless Blessing: Increases Movement SPD by 10%. When in battle, gain an 8% Elemental DMG Bonus every 4s. Max 4 stacks. Lasts until the character falls or leaves combat.","Boundless Blessing: Increases Movement SPD by 10%. When in battle, earn a 10% Elemental DMG Bonus every 4s. Max 4 stacks. Lasts until the character falls or leaves combat.","Boundless Blessing: Increases Movement SPD by 10%. When in battle, gain a 12% Elemental DMG Bonus every 4s. Max 4 stacks. Lasts until the character falls or leaves combat.","Boundless Blessing: Increases Movement SPD by 10%. When in battle, gain a 14% Elemental DMG Bonus every 4s. Max 4 stacks. Lasts until the character falls or leaves combat.","Boundless Blessing: Increases Movement SPD by 10%. When in battle, gain a 16% Elemental DMG Bonus every 4s. Max 4 stacks. Lasts until the character falls or leaves combat.",46,7.2,62,8.4,82,9.8,102,11.3,122,12.7,153,12.7,173,14.2,194,15.6,214,17.1,235,18.5,266,18.5,287,20.0,308,21.4,340,21.4,361,22.9,382,24.4,414,24.4,435,25.8,457,27.3,488,27.3,510,28.7,532,30.2,563,30.2,586,31.6,608,33.1,CRIT Rate
Skyward Atlas,skyward atlas,5,catalyst,"Wandering Clouds: Increases Elemental DMG Bonus by 12%. Normal Attack hits have a 50% chance to earn the favor of the clouds, which actively seek out nearby opponents to attack for 15s, dealing 160% ATK DMG. Can only occur once every 30s.","Wandering Clouds: Increases Elemental DMG Bonus by 15%. Normal Attack hits have a 50% chance to earn the favor of the clouds, which actively seek out nearby opponents to attack for 15s, dealing 200% ATK DMG. Can only occur once every 30s.","Wandering Clouds: Increases Elemental DMG Bonus by 18%. Normal Attack hits have a 50% chance to earn the favor of the clouds, which actively seek out nearby opponents to attack for 15s, dealing 240% ATK DMG. Can only occur once every 30s.","Wandering Clouds: Increases Elemental DMG Bonus by 21%. Normal Attack hits have a 50% chance to earn the favor of the clouds, which actively seek out nearby opponents to attack for 15s, dealing 280% ATK DMG. Can only occur once every 30s.","Wandering Clouds: Increases Elemental DMG Bonus by 24%. Normal Attack hits have a 50% chance to earn the favor of the clouds, which actively seek out nearby opponents to attack for 15s, dealing 320% ATK DMG. Can only occur once every 30s.",48,7.2,65,8.4,87,9.8,110,11.3,133,12.7,164,12.7,188,14.2,212,15.6,236,17.1,261,18.5,292,18.5,316,20.0,341,21.4,373,21.4,398,22.9,423,24.4,455,24.4,480,25.8,506,27.3,537,27.3,563,28.7,590,30.2,621,30.2,648,31.6,674,33.1,ATK%
Memory of Dust,memory of dust,5,catalyst,"Golden Majesty: Increases Shield Strength by 20%. Scoring hits on opponents increases ATK by 4% for 8s. Max 5 stacks. Can only occur once every 0.3s. While protected by a shield, this ATK increase effect is increased by 100%.","Golden Majesty: Increases Shield Strength by 25%. Scoring hits on opponents increases ATK by 5% for 8s. Max 5 stacks. Can only occur once every 0.3s. While protected by a shield, this ATK increase effect is increased by 100%.","Golden Majesty: Increases Shield Strength by 30%. Scoring hits on opponents increases ATK by 6% for 8s. Max 5 stacks. Can only occur once every 0.3s. While protected by a shield, this ATK increase effect is increased by 100%.","Golden Majesty: Increases Shield Strength by 35%. Scoring hits on opponents increases ATK by 7% for 8s. Max 5 stacks. Can only occur once every 0.3s. While protected by a shield, this ATK increase effect is increased by 100%.","Golden Majesty: Increases Shield Strength by 40%. Scoring hits on opponents increases ATK by 8% for 8s. Max 5 stacks. Can only occur once every 0.3s. While protected by a shield, this ATK increase effect is increased by 100%.",46,10.8,62,12.5,82,14.7,102,16.9,122,19.1,153,19.1,173,21.3,194,23.4,214,25.6,235,27.8,266,27.8,287,30.0,308,32.2,340,32.2,361,34.4,382,36.5,414,36.5,435,38.7,457,40.9,488,40.9,510,43.1,532,45.3,563,45.3,586,47.4,608,49.6,ATK%
